"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Bug","17518","SF:51094, Chrome Issue- 2012 Honda Accords","","Ground Level","Paco Lebron","","012 : Database Operations","09/12/11 01:24 PM","012:Database Operations","Paco Lebron","51094","","0","Chris Fant","0","0","10/05/11 04:12 PM","10/05/11 04:14 PM","","Closed (Fixed)"
"Task","17577","AutoNation Clear Price Lock: 2 Stores","","High","Bill Hummel","","012 : Database Operations","09/15/11 03:39 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","09/28/11 09:46 PM","09/28/11 09:46 PM","","Closed (Completed)"
"Task","17613","AutoNation Clear Price Lock: One vehicle","","High","Bill Hummel","","012 : Database Operations","09/19/11 04:01 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","09/28/11 09:42 PM","09/28/11 09:42 PM","","Closed (Completed)"
"Inquiry","17651","RCI Inventory:  Add Columns","","Medium","V-DBO-QA","","012 : Database Operations","09/21/11 03:02 PM","012:Database Operations","ITO","","","0","Chris Fant","0","0","11/01/13 04:18 PM","11/01/13 04:35 PM","","Closed (Responded)"
"Feature","17774","SPOC by default points to BETA.  ","","Low","Juliana Kennedy","","012 : Database Operations","09/26/11 08:11 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","06/03/13 03:31 PM","07/01/13 04:53 PM","","Closed (Implemented)"
"Bug","17788","Limit datafeed/file mapping changes to a super/admin user","","Low","V-DBO-QA","","012 : Database Operations","09/27/11 07:46 PM","012:Database Operations","Juliana Kennedy","","","0","Chris Fant","0","0","11/01/13 04:22 PM","11/01/13 04:44 PM","","Closed (Fixed)"
"Bug","17808","Call to DBASTAT.dbo.DatasourceDealerProperties#SyncFromConfiguration from SPOC doesn't catch errors","","Low","Bill Hummel","","012 : Database Operations","09/28/11 10:09 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/08/13 01:58 PM","06/08/13 01:58 PM","","Closed (Fixed)"
"Inquiry","18102","RE: Report: Max Ad Usage By Store","","Medium","ITO","","012 : Database Operations","10/17/11 02:21 PM","012:Database Operations","ITO","","","0","Devaraj Sundaram","0","0","06/11/12 03:09 AM","07/31/12 03:20 PM","","Closed (Responded)"
"Bug","18122","2012 Kia Optimas Rejecting from IMT","","High","Paco Lebron","","012 : Database Operations","10/17/11 05:29 PM","012:Database Operations","Paco Lebron","52552","","0","Bill Hummel","0","0","10/24/11 07:50 PM","10/27/11 08:39 PM","18124,","Closed (Fixed)"
"Bug","18123","2012 Lexus RX350 Rejecting from IMT","","High","Paco Lebron","","012 : Database Operations","10/17/11 05:34 PM","012:Database Operations","Paco Lebron","","","0","Paco Lebron","0","0","10/17/11 05:46 PM","10/17/11 05:46 PM","","Closed (Fixed)"
"Bug","18124","2012 Kia Optimas Rejecting from IMT","","High","Bill Hummel","","012 : Database Operations","10/17/11 05:37 PM","012:Database Operations","Paco Lebron","52846","","0","Bill Hummel","0","0","10/24/11 07:50 PM","10/27/11 07:17 PM","","Closed (Fixed)"
"Task","18154","New Photo Provider - CarsForSale","","High","Bill Hummel","","012 : Database Operations","10/18/11 10:27 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","10/24/11 07:26 PM","10/28/11 03:01 PM","","Closed (Completed)"
"Bug","18162","2012 Hyundai Velostar Rejecting from IMT","","High","Paco Lebron","","012 : Database Operations","10/19/11 04:40 PM","012:Database Operations","Paco Lebron","52667","","0","Bill Hummel","0","0","10/24/11 07:16 PM","10/27/11 07:10 PM","","Closed (Fixed)"
"Bug","18166","2012 Buick Regals Rejecting from IMT","","High","Paco Lebron","","012 : Database Operations","10/19/11 06:24 PM","012:Database Operations","Paco Lebron","52806","","0","Bill Hummel","0","0","10/24/11 07:14 PM","10/27/11 08:45 PM","","Closed (Fixed)"
"Bug","18168","2012 Subaru Outback/Legacy rejecting from IMT","","High","Paco Lebron","","012 : Database Operations","10/19/11 06:56 PM","012:Database Operations","Paco Lebron","52994","","0","Bill Hummel","0","0","10/24/11 07:11 PM","10/27/11 09:49 PM","","Closed (Fixed)"
"Bug","18224","SF:53068, Chrome: 2000 Subaru Legacy Outback Including Running Boards","","Medium","Paco Lebron","","012 : Database Operations","10/21/11 05:45 PM","012:Database Operations","Paco Lebron","53068","","0","Chris Fant","0","0","01/04/12 05:21 PM","01/04/12 05:22 PM","","Closed (Not Reproducible)"
"Inquiry","18275","Add Penske Personnel to Datafeed Failure Alert","","Low","ITO","","012 : Database Operations","10/25/11 03:23 PM","012:Database Operations","ITO","","","0","Juliana Kennedy","0","0","10/03/13 06:27 PM","10/03/13 06:27 PM","","Closed (Won't Respond)"
"Inquiry","18281","DeskManager Feed Interface Mapping Removal","","Low","ITO","","012 : Database Operations","10/25/11 05:59 PM","012:Database Operations","ITO","","","0","Juliana Kennedy","0","0","06/05/12 05:23 PM","06/05/12 05:23 PM","","Closed (Responded)"
"Inquiry","18286","DatasourceInterfaceColumn : Auto Truncate SALE_DESC to 1 CHAR","","Low","ITO","","012 : Database Operations","10/25/11 07:46 PM","012:Database Operations","ITO","","","0","Bill Hummel","0","0","06/11/12 08:41 PM","06/11/12 08:41 PM","","Closed (Responded)"
"Task","18316","New Photo Provider - CaptiveLead","","High","Bill Hummel","","012 : Database Operations","10/28/11 03:03 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/29/13 11:11 PM","01/29/13 11:11 PM","","Closed (Completed)"
"Bug","18317","SF:53247,2012 Subaru Foresters Rejecting from IMT","","High","Paco Lebron","dbo","012 : Database Operations","10/28/11 04:15 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","12/20/11 12:30 AM","01/24/12 09:22 PM","","Closed (Fixed)"
"Inquiry","18342","Dead Lock Errors in SIS Application","","Low","ITO","","012 : Database Operations","10/31/11 05:04 PM","012:Database Operations","ITO","","","0","Juliana Kennedy","0","0","06/05/12 09:57 PM","06/05/12 09:57 PM","","Closed (Responded)"
"Bug","18366","SF: 53469, Lot Provider Setup Request:Enable VinSolutions Options to be mapped in MAX AD","","Medium","Paco Lebron","","012 : Database Operations","11/01/11 08:16 PM","012:Database Operations","Paco Lebron","53469","","0","Chris Fant","0","0","03/21/12 09:54 PM","03/21/12 09:54 PM","","Closed (Won't Fix)"
"Task","18401","SF:53060,Map Exterior and Interior Color Code from IMT to AULTec Extract (GID File)","","High","Bill Hummel","","012 : Database Operations","11/03/11 07:48 PM","012:Database Operations","Paco Lebron","","","0","Devang Maniar","0","0","03/02/12 08:16 PM","03/02/12 08:16 PM","","Closed (Completed)"
"Inquiry","18461","IMT.dbo.SetTradeOrPurchase:  Revoke Permissions","","Low","Kris Franken","","012 : Database Operations","11/08/11 04:42 PM","012:Database Operations","ITO","","","0","Kris Franken","0","0","08/23/12 08:54 PM","08/23/12 08:54 PM","","Closed (Responded)"
"Bug","18474","SF:53840, Request to create separate trim column for this export (for all dealers)","","High","Brian Ramer","","012 : Database Operations","11/08/11 07:44 PM","012:Database Operations","Brian Ramer","53840","","0","Chris Fant","0","0","06/06/12 04:17 PM","06/06/12 04:17 PM","","Closed (Fixed)"
"Bug","18573","SPOC: Profile Properties save to Beta when in Preprod ( Reproducible for Listings only)","","High","V-DBO-QA","","012 : Database Operations","11/15/11 02:35 PM","012:Database Operations","Paco Lebron","","","0","Chris Fant","0","0","11/01/13 04:22 PM","11/01/13 04:44 PM","","Closed (Fixed)"
"Task","18605","DMS STANDARD Loader Promotion: HomeNetListing","","High","V-DBO-QA","","012 : Database Operations","11/16/11 07:22 PM","012:Database Operations","Paco Lebron","","","0","Juliana Kennedy","0","0","12/27/11 10:54 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","18821","Staging-Listing-Standard.dtsx: rethink BU rules dependency to IMT","","Planning","V-DBO-QA","NOVEMBER1unRESOLVEDCLOSURES","012 : Database Operations","11/30/11 10:34 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Internal Task","18858","Flatfile-Pusher.dtsx: Add overwrite target option","","Low","Bill Hummel","","012 : Database Operations","12/02/11 09:39 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","18893","Chrome Decode Concern: 2012 Dodge RAM Not Decoding to US Data Set","","Medium","Bill Hummel","dbo","012 : Database Operations","12/06/11 03:17 PM","012:Database Operations","Paco Lebron","54240","","0","Bill Hummel","0","0","12/19/11 09:27 PM","03/21/12 10:05 PM","","Closed (Completed)"
"Task","18894","Chrome Decode Concern: 2012 Toyota 4Runner Not Decoding to US Data Set","","Medium","Bill Hummel","dbo","012 : Database Operations","12/06/11 03:22 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","12/20/11 12:33 AM","12/20/11 12:33 AM","","Closed (Completed)"
"Task","19047","Pusher.dtsx: Upgrade FTP logging","","Low","V-DBO-QA","NOVEMBER1unRESOLVEDCLOSURES","012 : Database Operations","12/13/11 04:47 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19105","GID Extract on Beta is broken.","","Low","V-DataOps","","012 : Database Operations","12/14/11 06:17 PM","012:Database Operations","Peter Stephens","","","0","Bill Hummel","0","0","06/19/13 08:19 PM","06/19/13 08:19 PM","","Closed (Completed)"
"Task","19136","FILLER20 Migration to DEALERSHIP_IDENTIFIER","","Low","V-DataOps","","012 : Database Operations","12/15/11 08:35 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","09/25/12 09:48 PM","09/25/12 09:48 PM","","Closed (Completed)"
"Task","19146","Market Listing - Update list level files directly to production","","High","Bill Hummel","","012 : Database Operations","12/16/11 01:55 AM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","03/26/13 08:41 PM","03/26/13 08:41 PM","","Closed (Completed)"
"Task","19147","Market Listing - Modify Herbie 4 list file processing to use VIN","","High","V-DBO-QA","","012 : Database Operations","12/16/11 04:51 AM","012:Database Operations","Devaraj Sundaram","","","0","Chris Fant","8","8","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19164","Flatfile-Pusher.dtsx: Update FTP capability to send FTPS","","Low","V-DBO-QA","","012 : Database Operations","12/16/11 06:02 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19192","FLDW.dbo.Market_A1:  Change PKC order (swap TimeID and MarketDealerID)","","Low","V-DBO-QA","","012 : Database Operations","12/19/11 05:47 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19208","Top N Tables by Rows and Size Report","","Low","V-DBO-QA","","012 : Database Operations","12/19/11 11:14 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19227","Daily Production MSSQL Deadlock Report","","Low","Bernard Erondu","dbo","012 : Database Operations","12/20/11 07:23 PM","012:Database Operations","Bill Hummel","","","0","Bernard Erondu","0","0","12/29/11 07:13 PM","12/29/11 07:13 PM","","Closed (Completed)"
"Task","19229","Intelligent scheduling of Dataload: Inventory job on PRODDB01SQL","","Low","Bernard Erondu","dbo","012 : Database Operations","12/20/11 07:32 PM","012:Database Operations","Bill Hummel","","","0","Bernard Erondu","0","0","12/27/11 09:13 PM","12/27/11 09:13 PM","","Closed (Completed)"
"Task","19266","Need second pair of eyes to review schedule of jobs and to verify we have the new jobs.","","Low","Bill Hummel","","012 : Database Operations","12/22/11 04:45 PM","012:Database Operations","T.J. Cathey","","","0","Bill Hummel","0","0","02/14/12 04:08 PM","02/14/12 04:08 PM","","Closed (Completed)"
"Task","19267","plan feeds.fl migration","","Low","Bill Hummel","","012 : Database Operations","12/22/11 04:47 PM","012:Database Operations","T.J. Cathey","","","0","Bill Hummel","0","0","01/06/12 09:04 PM","01/06/12 09:04 PM","","Closed (Completed)"
"Task","19268","create HA_FTP test plan and execute","","Low","Bill Hummel","","012 : Database Operations","12/22/11 04:49 PM","012:Database Operations","T.J. Cathey","","","0","Bill Hummel","0","0","01/06/12 09:03 PM","01/06/12 09:03 PM","","Closed (Completed)"
"Task","19278","Don't lock price when user updates certified info","","Low","V-DBO-QA","","012 : Database Operations","12/23/11 04:15 AM","012:Database Operations","Jacob Solotaroff","","","0","Bill Hummel","1","1","09/14/12 06:11 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Bug","19315","Market Listing - Market Days Supply in FL is way off than vAuto","","High","Chris Fant","","012 : Database Operations","12/28/11 03:08 AM","012:Database Operations","Devaraj Sundaram","","","0","Devaraj Sundaram","0","0","06/05/12 06:53 PM","06/07/12 09:10 PM","1931,","Closed (Fixed)"
"Task","19352","Review defrag strategy for PRODDB01SQL.Vehicle","","Low","Bernard Erondu","dbo","012 : Database Operations","12/29/11 09:02 PM","012:Database Operations","Bill Hummel","","","0","Bernard Erondu","0","0","01/04/12 08:43 PM","01/04/12 08:43 PM","","Closed (Completed)"
"Task","19382","Ford of Port Richie - Sales Data Issue ( All Deals not Populating)","","Medium","Bill Hummel","","012 : Database Operations","01/03/12 08:42 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 09:10 PM","01/06/12 09:10 PM","","Closed (Completed)"
"Task","19384","Mike Reed Cheverolet - T/P Logic Not updating","","Medium","Bill Hummel","","012 : Database Operations","01/03/12 09:55 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 09:08 PM","01/06/12 09:08 PM","","Closed (Completed)"
"Task","19399","John Eagle Sport City Toyota - Vehicle Rule Promote","","High","Bill Hummel","dbo","012 : Database Operations","01/04/12 04:48 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","04/11/13 11:06 PM","04/11/13 11:06 PM","","Closed (Completed)"
"Task","19409","Wentworth Chevrolet - Sales Data not Populating ","","High","Bill Hummel","dbo","012 : Database Operations","01/04/12 08:21 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 10:08 PM","01/06/12 10:08 PM","","Closed (Completed)"
"Task","19411","LandMark Dodge Chrysler Jeep -Certification Rule Promotion","","High","Bill Hummel","dbo","012 : Database Operations","01/04/12 08:51 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 08:46 PM","01/06/12 08:46 PM","","Closed (Completed)"
"Task","19412","LandMark Dodge Chrysler Jeep -Status Code Rule Promotion","","High","Bill Hummel","dbo","012 : Database Operations","01/04/12 08:59 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","04/11/13 11:06 PM","04/11/13 11:06 PM","","Closed (Completed)"
"Task","19417","Watson Chevrolet, Inc -Inclusion Filter Promotion","","Medium","Bill Hummel","dbo","012 : Database Operations","01/04/12 10:53 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 10:12 PM","01/06/12 10:12 PM","","Closed (Completed)"
"Task","19438","Lariche Chevrolet - T/P Logic Rule / Filler 11 Assignment","","High","V-DBO-QA","","012 : Database Operations","01/05/12 07:30 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/06/12 03:49 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","19460","Pass through video URL from Homenet","","Low","Jacob Solotaroff","","012 : Database Operations","01/09/12 06:18 PM","012:Database Operations","Jacob Solotaroff","","","0","Devaraj Sundaram","0","0","06/12/12 05:35 PM","11/04/13 06:11 PM","","Closed (Won't Complete)"
"Task","19462","Market.Pricing.LoadDefaultSearchFromInventory: Determine if we still need to defrag Pricing.Search","","Low","V-DBO-QA","","012 : Database Operations","01/09/12 06:53 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:22 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19477","SPOC: Review DBASTAT.dbo.DatasourceDealerProperties#SyncFromConfiguration","","Low","Bill Hummel","","012 : Database Operations","01/10/12 05:28 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","05/13/13 04:24 PM","05/13/13 04:24 PM","","Closed (Completed)"
"Task","19509","Promote Ebiz Datafeed and Standard Loader Configuration to Production","","Low","Bill Hummel","","012 : Database Operations","01/11/12 10:20 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","06/05/12 06:13 PM","06/05/12 06:13 PM","","Closed (Completed)"
"Task","19577","Map NEW car MSRP to column 11 ""Other Price"" EbizCustomHendrick file","","High","Bill Hummel","dbo","012 : Database Operations","01/17/12 08:48 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/24/12 05:05 PM","01/24/12 05:05 PM","","Closed (Completed)"
"Bug","19614","SF:57076, Market Listings, PING Tool Showing Less Results than Autotrader.com Specific Unit (Market Listings)","","High","Chris Fant","","012 : Database Operations","01/20/12 12:29 AM","012:Database Operations","Derek Zehar","57076","","0","Chris Fant","0","0","06/08/12 03:56 PM","06/08/12 03:56 PM","","Closed (Not Reproducible)"
"Task","19628","Merging data from multiple sources for ALL data sources","","High","Bill Hummel","","012 : Database Operations","01/20/12 09:56 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","03/05/13 09:26 PM","03/05/13 09:26 PM","","Closed (Completed)"
"Task","19648","SPOC Inventory/Sales Rule Promotion - Jaguar  Land Rover of Bellevue","","High","Juliana Kennedy","dbo","012 : Database Operations","01/23/12 11:11 PM","012:Database Operations","Paco Lebron","","","0","Juliana Kennedy","0","0","01/31/12 05:27 PM","01/31/12 05:27 PM","","Closed (Completed)"
"Task","19673","Load Vehicles with Lot Location Fleet - Oreilly Chevrolet","","High","Bill Hummel","","012 : Database Operations","01/25/12 10:58 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/31/12 05:21 PM","01/31/12 05:21 PM","","Closed (Completed)"
"Task","19682","AutoUplinkUSA File Mapping Change Request - KBB Retail Value to Invoice Price (Position 6)","","High","V-DBO-QA","","012 : Database Operations","01/26/12 10:16 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","01/31/12 05:19 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","19706","FLDW.dbo.InventoryBookout_F:  Change PKC to lead with BU (align w/rest of FLDW)","","Low","V-DBO-QA","","012 : Database Operations","01/30/12 05:42 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","4","4","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19717","IMT.Distribution.Submission: Revise index strategy","","Low","V-DBO-QA","NOVEMBER1unRESOLVEDCLOSURES","012 : Database Operations","01/30/12 11:16 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19719","Market Listing - Trim matching analysis","","Low","Bill Hummel","","012 : Database Operations","01/30/12 11:34 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","10/29/12 08:04 PM","10/29/12 08:04 PM","","Closed (Completed)"
"Bug","19754","Make-A-Deal process job no longer processing","","High","Tom Callaghan","dbo","012 : Database Operations","02/01/12 03:30 PM","012:Database Operations","ITO","","","0","Tom Callaghan","0","0","08/16/13 08:51 PM","04/29/15 07:58 PM","","Closed (Duplicate)"
"Task","19798","Staging-Process.dtsx: ""Bad"" files previous processed","","Low","V-DBO-QA","NOVEMBER1unRESOLVEDCLOSURES","012 : Database Operations","02/07/12 05:40 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Feature","19875","SF:58135, Adesa Las Vegas Missing From Live Auction Opportunities","","High","Chris Fant","dbo","012 : Database Operations","02/13/12 10:43 PM","012:Database Operations","Chris Fant","58135","","0","Chris Bennett","0","0","06/11/12 03:49 PM","06/12/12 03:37 PM","","Closed (Implemented)"
"Task","19878","Datafeeder.dtsx: Add flag to signal whether a feed's should should be processed ""all or nothing""","","Low","V-DBO-QA","NOVEMBER1unRESOLVEDCLOSURES","012 : Database Operations","02/14/12 03:05 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Feature","19901","Load Herbie Private Listing Data","","High","V-DBO-QA","","012 : Database Operations","02/15/12 03:36 PM","012:Database Operations","Devaraj Sundaram","","","0","Chris Fant","4","4","11/01/13 04:22 PM","11/01/13 04:43 PM","20034,20035,","Closed (Implemented)"
"Bug","19902","SF:58225, Verify Online Auction data is correct within the Purchase Center","","High","V-DBO-QA","","012 : Database Operations","02/15/12 04:10 PM","012:Database Operations","Ceasares Lewis","58225","","0","Chris Fant","0","0","11/01/13 02:47 PM","11/01/13 02:47 PM","","Closed (Won't Fix)"
"Task","19983","Verify DynamicFileDatasource can handle embedded double double-quotes.  OptionDescriptions are breaking.","","High","V-DBO-QA","","012 : Database Operations","02/21/12 08:59 PM","012:Database Operations","Bill Hummel","","","0","Chris Fant","0","0","11/01/13 04:25 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","19984","Determine proper Trim for VehicleDescription","","High","V-DBO-QA","","012 : Database Operations","02/21/12 09:00 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","07/31/12 08:54 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","20061","Load the build data from BMW NA","","High","Bill Hummel","","012 : Database Operations","02/23/12 09:39 PM","012:Database Operations","Devaraj Sundaram","","","0","Brad Fultz","0","0","09/12/13 03:09 PM","09/12/13 03:10 PM","","Closed (Completed)"
"Task","20134","DBA: Remove extra log files for IMT and Market on PRODDB01SQL","","Low","Kris Franken","dbo","012 : Database Operations","02/27/12 05:46 PM","012:Database Operations","Bill Hummel","","","0","Kris Franken","0","0","09/11/12 10:58 PM","09/11/12 10:58 PM","","Closed (Completed)"
"Task","20152","Market.Pricing.HandleLookup_Vehicle: Update parm validation to allow SSE on type switch","","Low","Bill Hummel","dbo","012 : Database Operations","02/27/12 10:30 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","09/10/12 08:42 PM","09/10/12 08:42 PM","","Closed (Completed)"
"Task","20163","FLDW.dbo.InventorySales_F: Add VehicleGroupingID, VehicleYear","","Low","V-DataOps","dbo","012 : Database Operations","02/28/12 05:45 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","05/21/12 09:52 PM","05/21/12 09:52 PM","","Closed (Completed)"
"Task","20220","SPOC RULES PROMOTION: Luther Auto Group Missing Wholesales","","High","Bill Hummel","dbo","012 : Database Operations","03/05/12 10:14 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","05/02/12 10:46 PM","05/02/12 10:46 PM","","Closed (Completed)"
"Task","20232","Datamax - Analyze datamax feed data for trim","","Low","V-DBO-QA","","012 : Database Operations","03/06/12 06:00 PM","012:Database Operations","Devaraj Sundaram","","","0","Elizabeth Wimmer","0","0","11/30/12 08:46 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","20234","Load and Analyze ECL data","","Low","Bill Hummel","","012 : Database Operations","03/06/12 07:13 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","4","4","05/30/13 08:55 PM","05/30/13 08:55 PM","","Closed (Completed)"
"Task","20295","Trim Decoding - Merge Trim from all sources","","Low","Bill Hummel","","012 : Database Operations","03/12/12 06:59 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","01/20/14 10:55 PM","01/20/14 10:55 PM","","Closed (Completed)"
"Task","20320","RCI Staging Adapter - Dropping Sales Records","","Low","Bill Hummel","","012 : Database Operations","03/13/12 08:56 PM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","06/05/12 09:55 PM","06/05/12 09:55 PM","","Closed (Completed)"
"Task","20349","Datamax - Analyze Datamax web service data","","High","Bill Hummel","","012 : Database Operations","03/15/12 06:29 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","05/09/14 04:03 PM","05/09/14 04:03 PM","","Closed (Completed)"
"Task","20507","RULE IMPLEMENTATION: Midwestern Auto Group / Midwestern BMW - Data Split","","Medium","Bill Hummel","dbo","012 : Database Operations","03/27/12 05:28 PM","012:Database Operations","Paco Lebron","","","0","Paco Lebron","0","0","06/04/12 08:29 PM","06/04/12 08:30 PM","","Closed (Completed)"
"Task","20509","DBASTAT Field Implementation: Salesprice from PRODDBIS01 to SALE_PRICE in PRODDB01SQL","","Medium","Paco Lebron","dbo","012 : Database Operations","03/27/12 06:13 PM","012:Database Operations","Paco Lebron","","","0","Paco Lebron","0","0","10/22/12 09:27 PM","10/22/12 09:27 PM","","Closed (Completed)"
"Task","20581","Delete all photo URLs in IMT(Prod) - 105653 & 105655","","Low","Bill Hummel","dbo","012 : Database Operations","04/03/12 03:20 PM","012:Database Operations","Devang Maniar","","","0","Bill Hummel","0","0","04/03/12 04:00 PM","04/03/12 04:00 PM","","Closed (Completed)"
"Task","20654","Feed Transformer Modification: Add ""Deleted_VINS.TXT"" to Datafeed-Transformer-GetAutoVI.dtsx","","Low","V-DataOps","dbo","012 : Database Operations","04/09/12 08:58 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","2","2","06/25/12 03:30 PM","06/25/12 03:30 PM","","Closed (Completed)"
"Task","20667","SF:60507, ""Image modified date"" now present in Nexteppe file not updating Master file","","Low","V-DataOps","dbo","012 : Database Operations","04/10/12 05:59 PM","012:Database Operations","James Pluff","60507","","0","Bill Hummel","0","0","08/27/12 08:42 PM","08/27/12 08:42 PM","","Closed (Completed)"
"Inquiry","20670","Add Vehicle in Vehicle Catalog - 1 Unit","","High","Paco Lebron","dbo","012 : Database Operations","04/10/12 07:25 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","09/24/12 03:08 PM","11/27/12 04:42 PM","","Closed (Responded)"
"Bug","20679","SF: 20679, Chrome Decoding Concern: LandroverRequest for LUX and Super Charger Trim ","","Low","Paco Lebron","","012 : Database Operations","04/10/12 10:02 PM","012:Database Operations","Paco Lebron","20679","","0","Paco Lebron","0","0","05/18/12 06:25 PM","05/18/12 06:25 PM","","Closed (Fixed)"
"Feature","20707","SF: 60681, KBB Retail Values Not Passing through AULTec GID File","","Medium","App Support","dbo","012 : Database Operations","04/11/12 07:46 PM","012:Database Operations","Paco Lebron","60681","","0","Bill Hummel","0","0","05/15/13 07:29 PM","07/17/13 04:40 PM","","Closed (Implemented)"
"Task","20724","Photo Provider Setup - DCS","","Low","Bill Hummel","dbo","012 : Database Operations","04/12/12 05:02 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","04/18/12 09:33 PM","04/18/12 09:33 PM","","Closed (Completed)"
"Task","20735","Pull option package codes from R&R","","Medium","Juliana Kennedy","","012 : Database Operations","04/12/12 10:06 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","06/07/13 02:41 PM","07/01/13 04:52 PM","","Closed (Completed)"
"Task","20835","AULTec Master File: Allow ImagedModified Date to populate from LotBoys Photo File.","","Medium","Bill Hummel","dbo","012 : Database Operations","04/18/12 08:57 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","0","0","08/27/12 08:42 PM","08/27/12 08:42 PM","","Closed (Completed)"
